x,y,var1,var2,var3,var4,var5,var6,var7,var8,cluster
-0.9147345417851159,-4.420246537532315,-0.850874776585526,0.6996695013072687,1.604851889813584,1.0018667861934547,-0.7725474583780785,0.098746394124434,-0.2608038766035214,0.46257845803859615,1
-2.326831264759726,4.358999302199743,0.041649520871353964,0.42977404752609627,-0.8704423271177361,-0.4355011468938553,0.7845573083488665,2.4870825957503824,0.16675716192285253,1.3129600579974952,1
3.848864336817282,-2.990342905438854,1.4713972242911806,-0.3721753039468969,-0.0005020495924958757,0.10198933501734693,-0.8891319266319115,2.3903710130949114,-2.5823414379083913,-0.41691912056196273,1
-5.04655712991676,-0.2598653924083148,-0.52394126670176,1.1554674356208603,-0.27303143760616944,0.23430384202104151,-0.2731362194244613,-0.8958433392857262,-1.5203337644314658,-0.04663142872101694,1
-2.052232135679749,4.304665317153086,-0.4840976812326167,0.3506326568965562,-0.3425617836212447,-0.4441790516415584,-1.3637120879103806,1.461551642574832,-0.006623393842050372,-0.8030778521383616,1
1.3526431185483139,-5.274278354554849,-0.6329167491160621,1.7729371075919944,-0.17847027591006742,0.5060508521966114,1.052135213599586,1.8131612972324644,0.8433368979964296,-0.46532529287886054,1
3.206584479096348,-3.7335296306423786,1.3202858345264938,-1.6010140066174738,-0.15190690754116642,-0.40911893809283484,-1.594455341584792,-0.07021822172107141,-0.6493181811495505,0.7360989940080136,1
-3.9151511790803677,-3.803593492648722,-1.0407160462868894,0.3689087295052654,-0.38955185864077413,-0.06338728753563581,-0.05536191917274506,0.5749428848102293,-0.6777416900122006,0.46600187042021873,1
-2.5778149199021927,-4.462027735217191,0.050677448141109,0.8971282973637804,0.27435190580046404,-0.9213005003089177,0.22101230467152827,0.2582710162979045,-0.1097904856373797,-0.9605911088991292,1
-2.0790368962515613,4.654659977311741,-0.15421439019926617,-0.49296801935567464,-0.5805528359599468,-0.30704714968033314,-2.4398770632533324,1.0525095348115696,-2.0483682020504728,1.887730537281251,1
-3.239832247483624,-3.954159887278755,1.6606807057879693,-1.0747399966241151,-1.0466540097430042,1.337192920860561,0.6048338810626104,0.031069658581838567,0.38101374582976894,0.19639793728659416,1
2.633664258282503,-3.8051958524383065,0.18161588293899963,0.8845529544205832,-0.8323700933403121,1.6559350424519848,-0.023927881056884537,2.009980962232148,1.4050081149775573,-0.4513024423014796,1
3.8317816397980025,-2.6261952524890106,-0.31489245872159793,-1.1779971426749836,0.13690699244821333,-2.3345500337693,2.143210923736252,-0.19872334509856335,0.5407801090243894,0.6511301368288297,1
-0.453898015447905,4.518090184007959,-2.1099643057964443,0.5096527304234498,-1.0685351297258967,1.856830458047923,0.07711230695290065,0.009755625401235833,0.6741648392413656,-0.9114472790421746,1
-0.837788327946896,4.868105252071307,-0.05962365902516997,-1.6450413222511178,-0.9077067486358819,-0.12345886770430352,0.2865071385381424,-0.8043688892270134,0.5971466468892518,-0.24060187092770596,1
